"7gram","Frequency","Total Tweets"
"美国总统特朗普","318","317"
"国家主席习近平","198","198"
"中国国家主席习","190","190"
"国国家主席习近","190","190"
"俄罗斯总统普京","162","162"
"据知情人士透露","120","119"
"菲律宾总统小马","110","110"
"律宾总统小马可","109","109"
"宾总统小马可斯","109","109"
"伯克希尔哈撒韦","89","78"
"美联储主席鲍威","86","86"
"联储主席鲍威尔","85","85"
"國家主席習近平","81","80"
"电动汽车制造商","75","74"
"中國國家主席習","71","71"
"國國家主席習近","71","71"
"中國外交部發言","64","64"
"國外交部發言人","64","64"
"加密货币交易所","58","58"
"美国联邦储备局","57","57"
"中共中央政治局","57","57"
"纳斯达克综合指","57","56"
"斯达克综合指数","56","55"
"暨世界反法西斯","53","50"
"哪吒之魔童闹海","53","49"
"以来的最高水平","52","52"
"共中央政治局委","51","51"
"克希尔哈撒韦公","49","47"
"福岛第一核电站","49","48"
"当选总统特朗普","49","49"
"首席执行官黄仁","48","48"
"席执行官黄仁勋","48","48"
"希尔哈撒韦公司","48","46"
"美国加利福尼亚","47","47"
"俄罗斯入侵乌克","47","47"
"罗斯入侵乌克兰","47","47"
"中國人民抗日戰","46","42"
"國人民抗日戰爭","46","42"
"公司首席执行官","45","45"
"半导体制造设备","45","42"
"世界反法西斯戰","44","37"
"界反法西斯戰爭","44","37"
"以来的最低水平","44","44"
"美国前总统特朗","44","44"
"国前总统特朗普","44","44"
"国际货币基金组","44","43"
"际货币基金组织","44","43"
"国加利福尼亚州","44","44"
"候任总统特朗普","43","43"
"韩国总统尹锡悦","41","41"
"反法西斯戰爭勝","41","36"
"法西斯戰爭勝利","41","36"
"晶片巨头英伟达","41","41"
"美国当选总统特","41","41"
"国当选总统特朗","41","41"
"公布的数据显示","40","40"
"戰爭暨世界反法","40","37"
"爭暨世界反法西","40","37"
"母公司字节跳动","40","40"
"中国外交部发言","40","39"
"国外交部发言人","40","39"
"美国证券交易委","40","39"
"国证券交易委员","40","39"
"证券交易委员会","40","39"
"人民抗日戰爭暨","39","36"
"民抗日戰爭暨世","39","36"
"抗日戰爭暨世界","39","36"
"日戰爭暨世界反","39","36"
"日本首相岸田文","39","39"
"国际原子能机构","39","38"
"鸿海创办人郭台","39","39"
"海创办人郭台铭","39","39"
"本首相岸田文雄","38","38"
"美国财政部长耶","38","38"
"国财政部长耶伦","38","38"
"国电动汽车制造","35","34"
"台湾前总统马英","35","35"
"湾前总统马英九","35","35"
"美国国债收益率","35","31"
"美国候任总统特","35","35"
"国候任总统特朗","35","35"
"家主席習近平在","34","34"
"与中国国家主席","34","34"
"中共总书记习近","34","34"
"共总书记习近平","34","34"
"起冠病确诊病例","34","33"
"的伯克希尔哈撒","33","33"
"新加坡时间星期","32","31"
"中央政治局委員","32","32"
"年来的最高水平","31","31"
"朝鲜领导人金正","31","31"
"鲜领导人金正恩","31","31"
"星順利進入預定","30","30"
"順利進入預定軌","30","30"
"英伟达首席执行","30","30"
"伟达首席执行官","30","30"
"中国国家统计局","30","30"
"美国众议院议长","30","30"
"衛星順利進入預","29","29"
"利進入預定軌道","29","29"
"非物質文化遺產","29","26"
"中国电动汽车制","29","28"
"达首席执行官黄","29","29"
"中國載人航天工","28","24"
"國載人航天工程","28","24"
"乌克兰总统泽连","28","28"
"克兰总统泽连斯","28","28"
"兰总统泽连斯基","28","28"
"個國家和地區的","28","28"
"中国外交部长王","28","28"
"国外交部长王毅","28","28"
"外交部發言人毛","27","27"
"交部發言人毛寧","27","27"
"华特迪士尼公司","27","27"
"台湾在野的国民","27","27"
"湾在野的国民党","27","27"
"美国疾病控制与","27","27"
"国疾病控制与预","27","27"
"疾病控制与预防","27","27"
"病控制与预防中","27","27"
"控制与预防中心","27","27"
"任務獲得圓滿成","26","26"
"務獲得圓滿成功","26","26"
"美國總統特朗普","26","26"
"俄罗斯外交部长","26","26"
"罗斯外交部长拉","26","26"
"斯外交部长拉夫","26","26"
"外交部长拉夫罗","26","26"
"交部长拉夫罗夫","26","26"
"主席习近平星期","26","26"
"中华人民共和国","26","26"
"生成式人工智能","26","24"
"北方民族大學華","25","25"
"方民族大學華韻","25","25"
"中國常駐聯合國","25","24"
"家主席习近平星","25","25"
"国家级自然保护","25","23"
"家级自然保护区","25","23"
"國家移民管理局","25","18"
"前总统杜特尔特","25","25"
"美国亚利桑那州","25","25"
"总统候选人侯友","25","25"
"统候选人侯友宜","25","25"
"法国总统马克龙","24","24"
"民族大學華韻文","24","24"
"族大學華韻文化","24","24"
"大學華韻文化雙","24","24"
"學華韻文化雙語","24","24"
"在北京人民大會","24","24"
"北京人民大會堂","24","24"
"聯合國教科文組","24","14"
"合國教科文組織","24","14"
"非物质文化遗产","24","20"
"首席执行官马斯","24","24"
"席执行官马斯克","24","24"
"美国国务卿布林","24","24"
"国国务卿布林肯","24","24"
"鸿海集团创办人","24","24"
"集团创办人郭台","24","24"
"团创办人郭台铭","24","24"
"發射任務獲得圓","23","23"
"射任務獲得圓滿","23","23"
"总统特朗普星期","23","23"
"外交部發言人林","23","23"
"日本首相石破茂","23","23"
"載人航天工程辦","23","22"
"人航天工程辦公","23","22"
"航天工程辦公室","23","22"
"国总统特朗普说","23","23"
"美国佛罗里达州","23","23"
"海集团创办人郭","23","23"
"香港上市的股票","23","23"
"哪吒之魔童鬧海","23","20"
"菲律宾总统杜特","23","23"
"新加坡国立大学","22","21"
"華韻文化雙語傳","22","22"
"衛星發射中心使","22","22"
"星發射中心使用","22","22"
"發射中心使用長","22","22"
"名知情人士透露","22","22"
"交部發言人林劍","22","22"
"储主席鲍威尔表","22","22"
"主席鲍威尔表示","22","22"
"俄羅斯總統普京","22","19"
"科技巨头苹果公","22","22"
"技巨头苹果公司","22","22"
"星顺利进入预定","22","22"
"顺利进入预定轨","22","22"
"的加密货币交易","22","22"
"国民党总统候选","22","22"
"民党总统候选人","22","22"
"党总统候选人侯","22","22"
"总统参选人侯友","22","22"
"统参选人侯友宜","22","22"
"海上集装箱运输","22","19"
"奥密克戎变异株","22","21"
"主席習近平在北","21","21"
"席習近平在北京","21","21"
"紀念中國人民抗","21","21"
"总统小马可斯说","21","21"
"片制造商英伟达","21","21"
"俄罗斯总统普丁","21","21"
"卫星顺利进入预","21","21"
"利进入预定轨道","21","21"
"国总统特朗普的","21","21"
"地缘政治紧张局","21","20"
"缘政治紧张局势","21","20"
"台湾总统蔡英文","21","21"
"国众议院议长佩","21","21"
"众议院议长佩洛","21","21"
"议院议长佩洛西","21","21"
"首席执行官库克","21","21"
"家主席习近平在","21","21"
"国民党总统参选","21","21"
"民党总统参选人","21","21"
"上集装箱运输量","21","18"
"在香港上市的股","21","21"
"習近平在北京人","20","20"
"近平在北京人民","20","20"
"平在北京人民大","20","20"
"念中國人民抗日","20","20"
"據中國載人航天","20","20"
"日元兑美元汇率","20","17"
"中華人民共和國","20","19"
"中国领导人习近","20","20"
"国领导人习近平","20","20"
"菲律宾海岸警卫","20","20"
"律宾海岸警卫队","20","20"
"美国食品与药物","20","20"
"国食品与药物管","20","20"
"食品与药物管理","20","20"
"品与药物管理局","20","20"
"家电动汽车制造","20","20"
"中共政治局委员","20","20"
"国驻菲律宾大使","20","19"
"联合国秘书长古","20","20"
"合国秘书长古特","20","20"
"国秘书长古特雷","20","20"
"秘书长古特雷斯","20","20"
"福岛核处理水排","20","19"
"民众党总统候选","20","20"
"众党总统候选人","20","20"
"完成冠病疫苗接","20","20"
"成冠病疫苗接种","20","20"
"中央流行疫情指","20","20"
"央流行疫情指挥","20","20"
"流行疫情指挥中","20","20"
"行疫情指挥中心","20","20"
"电动车巨头特斯","19","19"
"动车巨头特斯拉","19","19"
"韻文化雙語傳播","19","19"
"农业及粮食安全","19","19"
"业及粮食安全部","19","19"
"罗斯总统普京说","19","19"
"中央政治局委员","19","19"
"家主席习近平会","19","19"
"密货币交易所币","19","19"
"货币交易所币安","19","19"
"这家电动汽车制","19","19"
"任务获得圆满成","19","19"
"务获得圆满成功","19","19"
"阿拉伯联合酋长","19","19"
"拉伯联合酋长国","19","19"
"中国大陆国台办","19","19"
"总统候选人柯文","19","19"
"统候选人柯文哲","19","19"
"美国特朗普政府","19","19"
"丰富奖品等你赢","19","19"
"富奖品等你赢取","19","19"
"数以十亿美元计","18","18"
"文化雙語傳播社","18","18"
"中共中央總書記","18","17"
"一项新研究发现","18","18"
"商務部新聞發言","18","17"
"務部新聞發言人","18","17"
"联邦贸易委员会","18","18"
"特斯拉首席执行","18","18"
"斯拉首席执行官","18","18"
"菲律宾前总统杜","18","18"
"律宾前总统杜特","18","18"
"土耳其总统埃尔","18","18"
"耳其总统埃尔多","18","18"
"其总统埃尔多安","18","18"
