"1gram","Frequency","Total Tweets"
"的","16269","6122"
"国","6829","3466"
"在","5704","3769"
"中","4394","2701"
"一","4352","3045"
"日","3881","2185"
"人","3441","2208"
"年","3324","2155"
"大","3161","2278"
"是","3093","2297"
"新","3036","2144"
"有","2897","2217"
"本","2867","1767"
"为","2832","2255"
"和","2745","2127"
"美","2742","1721"
"疫","2623","1570"
"了","2580","2013"
"不","2516","1880"
"上","2410","1855"
"出","2336","1831"
"将","2246","1706"
"这","2162","1793"
"发","2143","1691"
"来","2142","1786"
"能","2139","1621"
"业","2090","1358"
"对","2035","1624"
"以","2019","1710"
"家","1884","1504"
"公","1800","1297"
"成","1798","1477"
"会","1791","1336"
"到","1728","1465"
"行","1718","1347"
"生","1693","1284"
"电","1688","845"
"个","1666","1402"
"加","1654","1302"
"可","1633","1341"
"月","1632","1258"
"用","1619","1166"
"病","1594","907"
"下","1593","1317"
"产","1589","1072"
"动","1567","1130"
"高","1562","1265"
"全","1522","1248"
"于","1519","1323"
"冠","1517","1240"
"情","1508","1248"
"前","1488","1318"
"多","1481","1252"
"时","1458","1209"
"现","1440","1235"
"增","1434","998"
"过","1433","1238"
"种","1406","971"
"最","1377","1213"
"要","1363","1141"
"地","1358","1056"
"苗","1357","746"
"开","1353","1112"
"市","1346","969"
"机","1332","918"
"经","1301","1008"
"长","1251","970"
"体","1239","884"
"司","1222","887"
"接","1208","884"
"表","1194","1043"
"后","1185","1061"
"数","1183","919"
"资","1180","790"
"等","1178","976"
"者","1177","980"
"示","1155","1040"
"工","1153","769"
"但","1146","1103"
"与","1144","992"
"也","1132","1027"
"车","1131","559"
"度","1122","898"
"政","1121","878"
"天","1099","897"
"台","1099","614"
"球","1092","855"
"其","1089","952"
"制","1082","855"
"场","1080","864"
"部","1067","866"
"面","1057","855"
"计","1038","866"
"利","1037","795"
"期","1036","875"
"元","1029","699"
"之","1028","924"
"们","1009","791"
"周","1008","888"
"价","1004","668"
"自","984","829"
"进","981","861"
"作","978","809"
"他","973","781"
"导","966","680"
"已","962","891"
"分","962","841"
"企","961","655"
"外","958","774"
"力","957","822"
"股","952","567"
"方","944","793"
"关","941","816"
"重","940","810"
"通","939","752"
"至","934","824"
"应","934","773"
"比","901","731"
"而","895","820"
"入","870","734"
"量","870","665"
"万","852","630"
"该","851","747"
"品","848","583"
"正","847","751"
"金","842","575"
"化","833","649"
"提","829","748"
"投","827","602"
"商","827","652"
"因","810","730"
"变","802","629"
"运","798","489"
"得","789","697"
"学","783","543"
"实","772","674"
"受","771","701"
"主","770","672"
"法","769","632"
"更","768","652"
"员","765","607"
"内","762","672"
"性","762","622"
"同","756","653"
"合","756","632"
"特","751","541"
"如","747","684"
"斯","744","532"
"从","743","691"
"起","737","619"
"些","737","646"
"供","737","607"
"民","736","589"
"定","731","638"
"达","725","641"
"果","721","582"
"被","721","631"
"次","714","630"
"半","711","453"
