"3gram","Frequency","Total Tweets"
"南洋商","880","877"
"洋商报","880","877"
"特朗普","404","321"
"人工智","324","260"
"工智能","310","246"
"亿美元","255","195"
"外交部","214","167"
"英伟达","186","144"
"同比增","182","128"
"習近平","181","116"
"中國國","165","143"
"投资者","157","151"
"新加坡","127","105"
"發言人","126","119"
"中國故","125","125"
"國故事","125","125"
"比增長","124","87"
"機器人","123","69"
"家主席","120","117"
"在北京","118","113"
"半導體","116","81"
"国总统","115","114"
"黄仁勋","114","88"
"俄羅斯","113","76"
"以色列","112","89"
"菲律宾","111","72"
"机器人","110","76"
"总统特","102","102"
"统特朗","102","102"
"美国总","99","99"
"海力士","98","75"
"半导体","97","80"
"國家主","94","91"
"萬人次","93","53"
"記憶體","93","64"
"是中國","90","78"
"台積電","89","56"
"當地時","89","86"
"地時間","89","86"
"國國家","88","84"
"最大的","87","83"
"在中国","87","83"
"億美元","86","66"
"主席習","81","81"
"席習近","81","81"
"國總統","81","72"
"上半年","79","51"
"中國外","79","69"
"果公司","79","68"
"的中國","79","70"
"在中國","77","69"
"美元的","76","72"
"中国国","75","74"
"茲海峽","75","51"
"日發布","74","74"
"聯合國","73","50"
"部發言","73","73"
"總書記","73","48"
"霍尔木","72","64"
"尔木兹","72","64"
"國外交","72","64"
"中國人","71","54"
"苹果公","71","62"
"木兹海","70","63"
"兹海峡","70","63"
"该公司","68","59"
"共中央","68","59"
"新聞發","68","58"
"习近平","68","56"
"交部發","67","67"
"中共中","67","58"
"中國的","66","59"
"數據顯","65","64"
"據顯示","65","64"
"在美国","65","62"
"美國總","65","59"
"的重要","64","63"
"中国人","64","60"
"数据中","64","58"
"三里河","64","59"
"据中心","63","57"
"委內瑞","63","35"
"內瑞拉","63","35"
"族自治","62","57"
"市场的","61","59"
"史新高","61","57"
"中国的","61","59"
"中國全","61","40"
"国政府","60","59"
"對中國","60","56"
"俄罗斯","60","42"
"總統特","60","56"
"的中国","59","59"
"自己的","59","55"
"是中国","59","55"
"統特朗","59","55"
"日上午","58","57"
"霍爾木","58","37"
"爾木茲","58","37"
"年中國","57","50"
"大规模","57","55"
"美联储","57","44"
"大模型","56","48"
"日消息","55","55"
"科技股","55","48"
"國務院","55","43"
"木茲海","55","36"
"委内瑞","55","38"
"内瑞拉","55","38"
"进一步","54","54"
"標誌著","54","54"
"台积电","54","40"
"國企業","54","42"
"進一步","54","54"
"國全國","54","35"
"制造商","53","53"
"公司的","53","52"
"人民币","53","45"
"来西亚","52","48"
"鄭麗文","52","38"
"人民幣","51","41"
"马来西","51","47"
"發布會","51","50"
"神奇萌","51","51"
"奇萌娃","51","51"
"商務部","50","33"
"无人机","50","36"
"消费者","49","46"
"記者會","49","49"
"國事訪","49","42"
"事訪問","49","42"
"人民大","47","46"
"在日本","46","38"
"中國駐","46","34"
"全國人","46","38"
"普政府","45","45"
"供應鏈","45","37"
"意味着","45","45"
"首席执","45","44"
"席执行","45","44"
"执行官","45","44"
"美国的","45","45"
"十五五","44","32"
"時表示","44","44"
"年以来","44","43"
"基础设","44","42"
"础设施","44","42"
"科技巨","44","43"
"国国家","44","44"
"星期一","44","44"
"據中國","43","43"
"比增长","43","30"
"创始人","43","42"
"国民党","43","27"
"內蒙古","42","27"
"中國科","42","33"
"国市场","42","39"
"委員會","42","33"
"越来越","42","41"
"背景下","42","42"
"運載火","42","27"
"載火箭","42","27"
"加拿大","42","30"
"近平在","42","41"
"進行國","42","37"
"行國事","42","37"
"中國海","41","24"
"星期五","41","41"
"分析师","41","39"
"中國企","41","34"
"马斯克","41","33"
"人民日","41","41"
"特斯拉","41","29"
"全球最","41","39"
"習言道","41","41"
"菲律賓","41","28"
"國人民","41","37"
"出口管","41","35"
"中国大","40","40"
"知情人","40","40"
"情人士","40","40"
"月之暗","40","35"
"之暗面","40","35"
"亚马逊","40","33"
"國進行","40","37"
"聞發布","40","39"
"西班牙","40","27"
"比特币","40","28"
"國民黨","40","27"
"格陵兰","40","26"
"無人機","39","29"
"发布的","39","38"
"口管制","39","33"
"民大會","39","38"
"大會堂","39","38"
"年上半","38","30"
"為中國","38","35"
"市场对","38","38"
"羅斯總","38","31"
"斯總統","38","31"
"歷史新","38","34"
"重要的","38","38"
"行記者","38","38"
"高手在","38","38"
"手在民","38","38"
"出入境","38","24"
"为中国","38","38"
"巴基斯","38","29"
"基斯坦","38","29"
"布數據","37","37"
"年同期","37","36"
"在上海","37","35"
"朗普政","37","37"
"中國首","37","27"
"美国和","37","37"
"美国国","37","37"
"創歷史","37","34"
"例行記","37","37"
"星期二","37","37"
"英偉達","37","25"
"對伊朗","37","33"
"國人大","37","34"
"对伊朗","37","35"
"据显示","36","36"
"万美元","36","30"
"沉浸式","36","32"
"元人民","36","31"
"大部分","36","35"
"神舟二","36","22"
"舟二十","36","22"
"有限公","36","35"
"限公司","36","35"
"在民間","36","36"
"国科技","36","34"
"民日報","36","36"
"伊朗的","36","33"
"中國進","36","34"
"年春節","36","30"
"阿里巴","35","28"
"人士透","35","35"
"士透露","35","35"
"对中国","35","35"
"数据显","35","35"
"第二季","35","33"
"与中国","35","35"
"自治州","35","35"
"在全球","35","34"
"的担忧","35","34"
"供应链","35","33"
"里巴巴","34","28"
"国大陆","34","34"
"年以來","34","32"
"億人次","34","20"
"萬億元","34","22"
"總統普","34","29"
"統普京","34","29"
"日表示","34","34"
"亿新元","34","34"
"的核心","34","34"
"菲尔兹","34","27"
"黄金价","34","32"
"贵金属","34","32"
"日本的","33","31"
"的公司","33","33"
"美国政","33","32"
"可能会","33","33"
"国股市","33","31"
"黃仁勳","33","24"
"科學院","33","30"
"技巨头","33","32"
"的背景","33","33"
"存储芯","33","31"
"储芯片","33","31"
"者會上","33","33"
"国家主","33","33"
"金价格","33","31"
"同比上","33","22"
"發布數","32","32"
"世界最","32","27"
"創新高","32","28"
"國科學","32","30"
"的需求","32","32"
"伊朗战","32","31"
"以来最","32","31"
"星期四","32","31"
"与美国","32","32"
"中国科","32","31"
"的国家","32","31"
"社交媒","32","31"
"的情书","32","29"
"平在北","32","32"
"發布的","31","31"
"模型的","31","29"
"以来的","31","30"
"比下降","31","25"
"史上最","31","29"
"代表團","31","26"
"中國在","31","30"
"家安全","31","27"
"新能源","31","27"
"为全球","31","31"
"交易所","31","27"
"尔兹奖","31","25"
"哈尔滨","31","18"
"国人工","31","30"
"委员会","31","28"
"地缘政","31","31"
"公布的","31","31"
"最后一","31","31"
"在美國","31","29"
"陵兰岛","31","20"
"冬奧會","31","20"
"公司正","30","29"
"华尔街","30","29"
"全球市","30","29"
"连续第","30","30"
"的最新","30","30"
"了一个","30","29"
"大規模","30","24"
"舉行的","30","29"
"的美国","30","29"
"黑龍江","30","20"
"朗战争","30","29"
"对美国","30","29"
"缘政治","30","30"
"政治局","30","30"
"星發射","30","19"
"日下午","30","29"
"交部長","30","27"
"美國和","30","29"
"给阿嬷","30","27"
"阿嬷的","30","27"
"嬷的情","30","27"
"的关键","30","30"
"成一幅","30","30"
"哈爾濱","30","16"
"李在明","30","24"
"次會議","30","25"
"联合国","30","24"
"格陵蘭","30","14"
"来的最","29","28"
"的情况","29","29"
"與中國","29","28"
"量同比","29","26"
"同比下","29","24"
"日公布","29","29"
"中国外","29","28"
"意大利","29","21"
"中国市","29","27"
"研究所","29","29"
"国经济","29","27"
"全球首","29","26"
"自然保","29","25"
"高速公","29","19"
"速公路","29","19"
"球最大","29","27"
"在例行","29","29"
"发言人","29","28"
"主席习","29","29"
"席习近","29","29"
"生態環","29","16"
"態環境","29","16"
"個國家","29","27"
