"8gram","Frequency","Total Tweets"
"中國外交部發言人","25","25"
"国民党主席郑丽文","17","17"
"十四屆全國人大四","16","14"
"四屆全國人大四次","16","14"
"屆全國人大四次會","16","14"
"全國人大四次會議","16","14"
"外交部發言人毛寧","14","14"
"中國國家主席習近","12","12"
"國國家主席習近平","12","12"
"國外交部發言人毛","11","11"
"伊朗伊斯蘭革命衛","11","8"
"朗伊斯蘭革命衛隊","11","8"
"民党主席郑丽文率","10","10"
"日在例行記者會上","10","10"
"舉行例行新聞發布","9","9"
"行例行新聞發布會","9","9"
"中央軍委主席習近","9","9"
"央軍委主席習近平","9","9"
"台湾在野的国民党","9","9"
"卫星顺利进入预定","9","9"
"星顺利进入预定轨","9","9"
"顺利进入预定轨道","9","9"
"烏拉圭總統奧爾西","9","7"
"首席执行官黄仁勋","9","9"
"中国国民党主席郑","8","8"
"国国民党主席郑丽","8","8"
"以色列對伊朗發動","8","8"
"中共中央政治局委","8","8"
"共中央政治局委員","8","8"
"台辦舉行例行新聞","8","8"
"辦舉行例行新聞發","8","8"
"以色列对伊朗发动","8","8"
"日本首相高市早苗","8","8"
"冬奧會自由式滑雪","8","8"
"奧會自由式滑雪女","8","8"
"會自由式滑雪女子","8","8"
"國民黨主席鄭麗文","7","7"
"日主持例行記者會","7","7"
"國務院台辦舉行例","7","7"
"務院台辦舉行例行","7","7"
"院台辦舉行例行新","7","7"
"美国和以色列对伊","7","7"
"国和以色列对伊朗","7","7"
"北方民族大學華韻","7","7"
"湾在野的国民党主","7","7"
"在野的国民党主席","7","7"
"野的国民党主席郑","7","7"
"的国民党主席郑丽","7","7"
"哈尔滨冰雪大世界","7","4"
"英伟达首席执行官","7","7"
"伟达首席执行官黄","7","7"
"达首席执行官黄仁","7","7"
"任务取得圆满成功","7","7"
"中共总书记习近平","6","6"
"全國政協十四屆四","6","4"
"國政協十四屆四次","6","4"
"政協十四屆四次會","6","4"
"協十四屆四次會議","6","4"
"和以色列对伊朗发","6","6"
"通過霍爾木茲海峽","6","4"
"中國常駐聯合國代","6","6"
"國常駐聯合國代表","6","6"
"方民族大學華韻文","6","6"
"民族大學華韻文化","6","6"
"族大學華韻文化雙","6","6"
"中国国家主席习近","6","6"
"国国家主席习近平","6","6"
"伯克希尔哈撒韦公","6","6"
"克希尔哈撒韦公司","6","6"
"外交部發言人林劍","6","6"
"衛星順利進入預定","6","6"
