"10gram","Frequency","Total Tweets"
"十四屆全國人大四次會","11","10"
"四屆全國人大四次會議","11","10"
"冬奧會自由式滑雪女子","8","8"
"聯合國秘書長古特雷斯","5","5"
"英伟达首席执行官黄仁","5","5"
"伟达首席执行官黄仁勋","5","5"
"接受三里河專訪時表示","5","5"
"卫星顺利进入预定轨道","5","5"
"國務院台辦舉行例行新","5","5"
"務院台辦舉行例行新聞","5","5"
"院台辦舉行例行新聞發","5","5"
"台辦舉行例行新聞發布","5","5"
"辦舉行例行新聞發布會","5","5"
"全國政協十四屆四次會","5","3"
"國政協十四屆四次會議","5","3"
"在十四屆全國人大四次","4","4"
"以色列對伊朗發動軍事","4","4"
"中国常驻联合国代表傅","4","4"
"国常驻联合国代表傅聪","4","4"
"中共中央军委副主席张","4","4"
"共中央军委副主席张又","4","4"
"中央军委副主席张又侠","4","4"
"中國外交部發言人郭嘉","4","4"
"國外交部發言人郭嘉昆","4","4"
"北方民族大學華韻文化","4","4"
"方民族大學華韻文化雙","4","4"
"中國外交部發言人毛寧","4","4"
"美国和以色列对伊朗发","4","4"
"国和以色列对伊朗发动","4","4"
"科爾蒂納冬奧會自由式","4","4"
"爾蒂納冬奧會自由式滑","4","4"
"蒂納冬奧會自由式滑雪","4","4"
"納冬奧會自由式滑雪女","4","4"
"米蘭冬奧會自由式滑雪","4","4"
"蘭冬奧會自由式滑雪女","4","4"
"馬年春節即將到來之際","4","4"
"會見美國國務卿魯比奧","4","2"
"中國國務院僑務辦公室","4","3"
"國國務院僑務辦公室主","4","3"
"國務院僑務辦公室主任","4","3"
"務院僑務辦公室主任陳","4","3"
"院僑務辦公室主任陳旭","4","3"
"廣大海外僑胞和歸僑僑","4","3"
"大海外僑胞和歸僑僑眷","4","3"
"自由式滑雪女子坡面障","3","3"
"中國外交部發言人林劍","3","3"
"批评菲律宾拉拢域外国","3","3"
"评菲律宾拉拢域外国家","3","3"
"米兰冬奥会单板滑雪男","3","3"
"兰冬奥会单板滑雪男子","3","3"
"伊朗最高領袖哈梅內伊","3","3"
"美國總統特朗普通電話","3","2"
"習近平總書記高度重視","3","3"
"联合参谋部参谋长刘振","3","3"
"合参谋部参谋长刘振立","3","3"
"将于近期恢复上海居民","3","2"
"于近期恢复上海居民赴","3","2"
"近期恢复上海居民赴金","3","2"
"期恢复上海居民赴金门","3","2"
"第二十七屆哈爾濱冰雪","3","3"
"二十七屆哈爾濱冰雪大","3","3"
"十七屆哈爾濱冰雪大世","3","3"
"七屆哈爾濱冰雪大世界","3","3"
"阿尔及利亚遥感三号卫","3","2"
"尔及利亚遥感三号卫星","3","2"
"中國國家主席習近平在","3","3"
"國國家主席習近平在北","3","3"
"國家主席習近平在北京","3","3"
"會見來華進行正式訪問","3","3"
"見來華進行正式訪問的","3","3"
"強行控制委總統馬杜羅","3","3"
"應國務院總理李強邀請","3","3"
"日對中國進行正式訪問","3","3"
"金門附近海域依法開展","3","2"
"門附近海域依法開展常","3","2"
"附近海域依法開展常態","3","2"
"近海域依法開展常態執","3","2"
"海域依法開展常態執法","3","2"
"域依法開展常態執法巡","3","2"
"依法開展常態執法巡查","3","2"
"国家级非物质文化遗产","3","3"
"商務部新聞發言人何詠","3","3"
"務部新聞發言人何詠前","3","3"
"部新聞發言人何詠前在","3","3"
"中國常駐聯合國代表團","3","3"
"解決台灣問題是中國人","3","2"
"決台灣問題是中國人自","3","2"
"台灣問題是中國人自己","3","2"
"灣問題是中國人自己的","3","2"
"問題是中國人自己的事","3","2"
"民族大學華韻文化雙語","3","3"
"族大學華韻文化雙語傳","3","3"
"大學華韻文化雙語傳播","3","3"
"學華韻文化雙語傳播社","3","3"
"結束的米蘭冬奧會自由","3","3"
"束的米蘭冬奧會自由式","3","3"
"的米蘭冬奧會自由式滑","3","3"
"自由式滑雪女子大跳台","3","2"
