"7gram","Frequency","Total Tweets"
"国家主席习近平","66","66"
"中国国家主席习","65","65"
"国国家主席习近","65","65"
"菲律宾总统小马","42","42"
"律宾总统小马可","41","41"
"宾总统小马可斯","41","41"
"俄罗斯总统普京","36","36"
"鸿海创办人郭台","35","35"
"海创办人郭台铭","35","35"
"福岛第一核电站","28","27"
"据知情人士透露","27","27"
"伯克希尔哈撒韦","23","21"
"总统参选人侯友","22","22"
"统参选人侯友宜","22","22"
"电动汽车制造商","21","20"
"加密货币交易所","21","21"
"国民党总统参选","21","21"
"民党总统参选人","21","21"
"鸿海集团创办人","21","21"
"美国加利福尼亚","21","21"
"海集团创办人郭","20","20"
"集团创办人郭台","20","20"
"团创办人郭台铭","20","20"
"台湾前总统马英","20","20"
"湾前总统马英九","20","20"
"国加利福尼亚州","19","19"
"党总统参选人侯","18","18"
"美联储主席鲍威","18","18"
"联储主席鲍威尔","18","18"
"总统参选人柯文","18","18"
"统参选人柯文哲","18","18"
"国际原子能机构","17","17"
"民众党总统参选","16","16"
"众党总统参选人","16","16"
"党总统参选人柯","16","16"
"半导体制造设备","16","15"
"纳斯达克综合指","15","14"
"斯达克综合指数","15","14"
"克希尔哈撒韦公","15","15"
"希尔哈撒韦公司","15","15"
"美国财政部长耶","15","15"
"国财政部长耶伦","15","15"
"日本首相岸田文","14","14"
"本首相岸田文雄","14","14"
"与中国国家主席","14","14"
"以来的最高水平","14","14"
"的加密货币交易","13","13"
"岛第一核电站处","12","12"
"第一核电站处理","12","12"
"一核电站处理水","12","12"
"福岛核处理水排","12","11"
"美国联邦储备局","12","12"
"核电站处理水排","11","11"
"国电动汽车制造","11","10"
"片制造商英伟达","11","11"
"菲律宾海岸警卫","11","11"
"律宾海岸警卫队","11","11"
"公布的数据显示","11","11"
"华特迪士尼公司","11","11"
"家主席习近平会","11","11"
"中国外交部发言","11","11"
"国外交部发言人","11","11"
"总统参选人赖清","10","10"
"统参选人赖清德","10","10"
"中国通讯巨头华","10","10"
"国通讯巨头华为","10","10"
"密货币交易所币","10","10"
"货币交易所币安","10","10"
"家主席习近平在","10","10"
"农业及粮食安全","10","10"
"业及粮食安全部","10","10"
"韩国总统尹锡悦","10","10"
"中共政治局委员","10","10"
"国际货币基金组","10","9"
"际货币基金组织","10","9"
"美国证券交易委","10","10"
"国证券交易委员","10","10"
"证券交易委员会","10","10"
"的鸿海创办人郭","9","9"
"中国电动汽车制","9","8"
"最大的加密货币","9","9"
"大的加密货币交","9","9"
"处理水排放入海","9","9"
"家主席习近平星","9","9"
"主席习近平星期","9","9"
"美国国债收益率","9","9"
"创办人郭台铭星","9","9"
"办人郭台铭星期","9","9"
"年来规模最大的","9","9"
"世界日本拉面价","9","9"
"界日本拉面价格","9","9"
"的伯克希尔哈撒","9","9"
"总统小马可斯说","9","9"
"短视频平台抖音","9","9"
"以来的最低水平","9","9"
"以色列总理内坦","9","9"
"色列总理内坦亚","9","9"
"列总理内坦亚胡","9","9"
"生成式人工智能","8","7"
"岛核处理水排海","8","7"
"一项新研究发现","8","8"
"中国国家统计局","8","8"
"数以十亿美元计","8","8"
"中国短视频平台","8","8"
"国短视频平台抖","8","8"
"新北市长侯友宜","8","8"
"美国佛罗里达州","8","8"
"联邦贸易委员会","8","8"
"中共总书记习近","8","8"
"共总书记习近平","8","8"
"母公司字节跳动","8","8"
"公司首席执行官","8","8"
"人工智能聊天机","8","8"
"工智能聊天机器","8","8"
"智能聊天机器人","8","8"
"阿拉伯联合酋长","8","8"
"拉伯联合酋长国","8","8"
"台湾在野的国民","8","8"
"湾在野的国民党","8","8"
"总统候选人侯友","8","8"
"统候选人侯友宜","8","8"
"巴勒斯坦伊斯兰","8","8"
"以色列和哈马斯","8","7"
"民进党总统参选","7","7"
"进党总统参选人","7","7"
"党总统参选人赖","7","7"
"与美国总统拜登","7","7"
"美国前总统特朗","7","7"
"国前总统特朗普","7","7"
"俄罗斯雇佣兵组","7","7"
"罗斯雇佣兵组织","7","7"
"人民币兑美元汇","7","5"
"民币兑美元汇率","7","5"
"年来的最低水平","7","7"
"全球最大的加密","7","7"
"球最大的加密货","7","7"
"年来的最高水平","7","7"
"福岛第一核电厂","7","7"
"在今年晚些时候","7","7"
"台湾鸿海创办人","7","7"
"湾鸿海创办人郭","7","7"
