"1gram","Frequency","Total Tweets"
"的","24912","10474"
"中","12179","6526"
"在","9525","6634"
"国","9094","4781"
"日","8840","5337"
"一","7923","5488"
"國","6863","2813"
"人","6563","4261"
"年","6386","4063"
"大","6295","4410"
"美","5438","3426"
"是","4766","3559"
"月","4645","3449"
"和","4302","3393"
"上","4293","3279"
"了","4178","3282"
"有","3907","3074"
"新","3888","2923"
"出","3880","3076"
"不","3514","2775"
"本","3438","2097"
"地","3231","2420"
"行","3217","2480"
"成","3196","2600"
"家","3066","2425"
"以","3043","2576"
"公","3012","2263"
"市","2826","2076"
"高","2783","2152"
"能","2713","2078"
"生","2709","2010"
"到","2688","2277"
"为","2574","2144"
"期","2571","2179"
"下","2570","2126"
"海","2503","1507"
"来","2487","2083"
"全","2431","1931"
"最","2411","2016"
"多","2340","1998"
"前","2340","2060"
"发","2332","1921"
"加","2288","1834"
"这","2229","1870"
"会","2226","1672"
"元","2219","1332"
"对","2167","1796"
"南","2061","1659"
"部","2053","1609"
"工","2039","1418"
"民","1986","1433"
"外","1985","1495"
"為","1983","1488"
"可","1956","1632"
"近","1943","1734"
"将","1926","1658"
"天","1892","1466"
"司","1880","1413"
"商","1878","1577"
"表","1872","1614"
"方","1866","1526"
"斯","1840","1175"
"用","1840","1447"
"作","1829","1510"
"自","1817","1516"
"次","1816","1465"
"度","1812","1437"
"政","1787","1358"
"要","1775","1519"
"时","1765","1478"
"动","1761","1432"
"增","1755","1164"
"台","1729","1035"
"特","1718","1278"
"金","1713","1128"
"力","1695","1441"
"文","1678","1076"
"化","1673","1226"
"合","1653","1338"
"业","1640","1209"
"个","1639","1400"
"者","1639","1378"
"股","1630","888"
"之","1624","1422"
"首","1621","1337"
"主","1619","1394"
"机","1613","1108"
"面","1605","1351"
"分","1601","1382"
"同","1587","1307"
"發","1586","1040"
"西","1583","1171"
"示","1578","1454"
"球","1577","1162"
"比","1558","1149"
"也","1557","1438"
"星","1552","1158"
"至","1541","1347"
"會","1533","924"
"等","1518","1353"
"入","1518","1284"
"來","1496","1187"
"交","1493","1174"
"重","1492","1268"
"展","1488","1174"
"正","1481","1339"
"现","1469","1264"
"利","1467","1159"
"名","1451","1199"
"报","1450","1319"
"第","1436","1189"
"法","1426","1051"
