"7gram","Frequency","Total Tweets"
"國家主席習近平","48","48"
"中國國家主席習","46","46"
"國國家主席習近","46","46"
"俄罗斯总统普京","39","39"
"菲律宾总统小马","37","37"
"律宾总统小马可","37","37"
"宾总统小马可斯","37","37"
"中國外交部發言","36","36"
"國外交部發言人","36","36"
"国家主席习近平","34","34"
"当选总统特朗普","32","32"
"中国国家主席习","31","31"
"国国家主席习近","31","31"
"中共中央政治局","27","27"
"美国当选总统特","26","26"
"国当选总统特朗","26","26"
"共中央政治局委","26","26"
"据知情人士透露","22","22"
"家主席習近平在","20","20"
"丰富奖品等你赢","19","19"
"富奖品等你赢取","19","19"
"中央政治局委員","19","19"
"国家级自然保护","19","17"
"家级自然保护区","19","17"
"韩国总统尹锡悦","18","18"
"星順利進入預定","18","18"
"順利進入預定軌","18","18"
"非物質文化遺產","18","16"
"晶片巨头英伟达","18","18"
"衛星順利進入預","17","17"
"利進入預定軌道","17","17"
"國家移民管理局","17","11"
"非物质文化遗产","17","13"
"美国前总统特朗","17","17"
"国前总统特朗普","17","17"
"纳斯达克综合指","17","17"
"斯达克综合指数","17","17"
"伯克希尔哈撒韦","17","13"
"总统候选人侯友","17","17"
"统候选人侯友宜","17","17"
"外交部發言人毛","16","16"
"交部發言人毛寧","16","16"
"美联储主席鲍威","16","16"
"联储主席鲍威尔","16","16"
"個國家和地區的","16","16"
"台湾在野的国民","16","16"
"湾在野的国民党","16","16"
"电动汽车制造商","15","15"
"国民党总统候选","15","15"
"民党总统候选人","15","15"
"党总统候选人侯","15","15"
"中國載人航天工","14","11"
"國載人航天工程","14","11"
"美国财政部长耶","14","14"
"国财政部长耶伦","14","14"
"衛星發射中心使","14","14"
"星發射中心使用","14","14"
"發射中心使用長","14","14"
"任務獲得圓滿成","14","14"
"務獲得圓滿成功","14","14"
"母公司字节跳动","14","14"
"中国在南中国海","14","13"
"主席習近平在北","14","14"
"席習近平在北京","14","14"
"共和党总统候选","14","14"
"和党总统候选人","14","14"
"年度汉字由你决","13","13"
"度汉字由你决定","13","13"
"新加坡时间星期","13","13"
"生成式人工智能","13","12"
"習近平在北京人","13","13"
"近平在北京人民","13","13"
"平在北京人民大","13","13"
"在北京人民大會","13","13"
"北京人民大會堂","13","13"
"民众党总统候选","13","13"
"众党总统候选人","13","13"
