"9gram","Frequency","Total Tweets"
"中国国家主席习近平","36","36"
"美国众议院议长佩洛","20","20"
"国众议院议长佩洛西","20","20"
"菲律宾总统小马可斯","19","19"
"美国疾病控制与预防","14","14"
"国疾病控制与预防中","14","14"
"疾病控制与预防中心","14","14"
"俄罗斯外交部长拉夫","12","12"
"罗斯外交部长拉夫罗","12","12"
"斯外交部长拉夫罗夫","12","12"
"美国证券交易委员会","11","11"
"中国电动汽车制造商","10","10"
"中央流行疫情指挥中","10","10"
"央流行疫情指挥中心","10","10"
"土耳其总统埃尔多安","9","9"
"联合国秘书长古特雷","9","9"
"合国秘书长古特雷斯","9","9"
"伯克希尔哈撒韦公司","9","9"
"美国食品与药物管理","9","9"
"国食品与药物管理局","9","9"
"俄罗斯入侵乌克兰以","8","8"
"天然气工业股份公司","8","8"
"乌克兰总统泽连斯基","8","8"
"俄罗斯天然气工业股","8","8"
"罗斯天然气工业股份","8","8"
"台湾中央流行疫情指","8","8"
"湾中央流行疫情指挥","8","8"
"台积电创办人张忠谋","7","7"
"罗斯入侵乌克兰以来","7","7"
"美联储主席鲍威尔表","7","7"
"联储主席鲍威尔表示","7","7"
"斯天然气工业股份公","7","7"
"对俄罗斯入侵乌克兰","7","7"
"日本前首相安倍晋三","7","7"
"国国家主席习近平在","6","6"
"美国海上集装箱运输","6","6"
"国海上集装箱运输量","6","6"
"发往美国的海上集装","6","6"
"往美国的海上集装箱","6","6"
"美国的海上集装箱运","6","6"
"国的海上集装箱运输","6","6"
"的海上集装箱运输量","6","6"
"全球最大的芯片代工","6","6"
"国内贸易及消费人事","6","6"
"内贸易及消费人事务","6","6"
"贸易及消费人事务部","6","6"
"印度尼西亚总统佐科","6","6"
"众议院议长佩洛西访","6","6"
"菲律宾总统杜特尔特","6","6"
"冠病变种毒株奥密克","6","6"
"病变种毒株奥密克戎","6","6"
"和中国国家主席习近","5","5"
"这个全球第二大经济","5","5"
"个全球第二大经济体","5","5"
"自冠病疫情暴发以来","5","5"
"美国联邦贸易委员会","5","5"
"亚洲发往美国海上集","5","5"
"洲发往美国海上集装","5","5"
"发往美国海上集装箱","5","5"
"往美国海上集装箱运","5","5"
"亚洲发往美国的海上","5","5"
"洲发往美国的海上集","5","5"
"马来西亚云顶半山土","5","5"
"来西亚云顶半山土崩","5","5"
"韩国国际广播电台报","5","5"
"国国际广播电台报道","5","5"
"卡塔尔世界杯小组赛","5","5"
"严格的动态清零政策","5","5"
"美国联邦通信委员会","5","5"
"以科技股为主的纳斯","5","5"
"科技股为主的纳斯达","5","5"
"技股为主的纳斯达克","5","5"
"二十次全国代表大会","5","5"
"卫星顺利进入预定轨","5","5"
"星顺利进入预定轨道","5","5"
"俄罗斯入侵乌克兰之","5","5"
"俄罗斯总统普京警告","5","5"
"人因冠病并发症逝世","5","5"
"这家电动汽车制造商","5","5"
"俄罗斯外长拉夫罗夫","5","5"
"洪阿哈阿帕伊岛海底","5","5"
"阿哈阿帕伊岛海底火","5","5"
"哈阿帕伊岛海底火山","5","5"
"俄罗斯总统普京星期","4","4"
"已完成冠病疫苗接种","4","4"
"土耳其国防部长阿卡","4","4"
"耳其国防部长阿卡尔","4","4"
"这家中国电动汽车制","4","4"
"家中国电动汽车制造","4","4"
"国国家主席习近平星","4","4"
"国家主席习近平星期","4","4"
"卡塔尔世界杯足球赛","4","4"
"疫情防控工作领导小","4","4"
"情防控工作领导小组","4","4"
"加密货币交易所币安","4","4"
"美国商务部长雷蒙多","4","4"
"日本半导体设备厂商","4","4"
"收购动视暴雪的交易","4","4"
"斯德哥尔摩国际和平","4","4"
"德哥尔摩国际和平研","4","4"
"哥尔摩国际和平研究","4","4"
"尔摩国际和平研究所","4","4"
"台湾中山科学研究院","4","4"
"中共前总书记江泽民","4","4"
"进行的卡塔尔世界杯","4","4"
"首席执行官扎克伯格","4","4"
"与中国国家主席习近","4","4"
"佛罗里达州棕榈滩的","4","4"
"下的伯克希尔哈撒韦","4","4"
"社会消费品零售总额","4","4"
"球最大的芯片代工企","4","4"
"最大的芯片代工企业","4","4"
"大的芯片代工企业台","4","4"
"的芯片代工企业台积","4","4"
"芯片代工企业台积电","4","4"
"第二十次全国代表大","4","4"
"俄罗斯天然气工业公","4","4"
"罗斯天然气工业公司","4","4"
"中国国家统计局公布","4","4"
"卫星发射中心使用长","4","4"
"星发射中心使用长征","4","4"
"发射中心使用长征二","4","4"
"射中心使用长征二号","4","4"
"创始人兼首席执行官","4","4"
"美国国务卿布林肯在","4","4"
"环球银行金融电信协","4","4"
"球银行金融电信协会","4","4"
"律宾总统小马可斯下","4","4"
"纳斯达克综合指数下","4","4"
"斯达克综合指数下跌","4","4"
"美国联邦储备局主席","4","4"
"国联邦储备局主席鲍","4","4"
"联邦储备局主席鲍威","4","4"
"邦储备局主席鲍威尔","4","4"
"接种冠病疫苗追加剂","4","4"
"完成冠病疫苗接种的","4","4"
"卢布支付俄罗斯天然","4","4"
"布支付俄罗斯天然气","4","4"
"的纳斯达克综合指数","4","4"
"疫苗接种者旅游通道","4","4"
"自由式滑雪女子大跳","4","4"
"由式滑雪女子大跳台","4","4"
"俄罗斯入侵乌克兰的","3","3"
"中国全国人大常委会","3","3"
"国国家主席习近平举","3","3"
"国家主席习近平举行","3","3"
"律宾总统小马可斯将","3","3"
"国国家主席习近平与","3","3"
"美国食品和药物管理","3","3"
"国食品和药物管理局","3","3"
