"10gram","Frequency","Total Tweets"
"美国众议院议长佩洛西","20","20"
"美国疾病控制与预防中","14","14"
"国疾病控制与预防中心","14","14"
"俄罗斯外交部长拉夫罗","12","12"
"罗斯外交部长拉夫罗夫","12","12"
"中央流行疫情指挥中心","10","10"
"联合国秘书长古特雷斯","9","9"
"美国食品与药物管理局","9","9"
"俄罗斯天然气工业股份","8","8"
"台湾中央流行疫情指挥","8","8"
"湾中央流行疫情指挥中","8","8"
"俄罗斯入侵乌克兰以来","7","7"
"美联储主席鲍威尔表示","7","7"
"罗斯天然气工业股份公","7","7"
"斯天然气工业股份公司","7","7"
"中国国家主席习近平在","6","6"
"美国海上集装箱运输量","6","6"
"发往美国的海上集装箱","6","6"
"往美国的海上集装箱运","6","6"
"美国的海上集装箱运输","6","6"
"国的海上集装箱运输量","6","6"
"国内贸易及消费人事务","6","6"
"内贸易及消费人事务部","6","6"
"国众议院议长佩洛西访","6","6"
"冠病变种毒株奥密克戎","6","6"
"和中国国家主席习近平","5","5"
"这个全球第二大经济体","5","5"
"亚洲发往美国海上集装","5","5"
"洲发往美国海上集装箱","5","5"
"发往美国海上集装箱运","5","5"
"往美国海上集装箱运输","5","5"
"亚洲发往美国的海上集","5","5"
"洲发往美国的海上集装","5","5"
"马来西亚云顶半山土崩","5","5"
"韩国国际广播电台报道","5","5"
"以科技股为主的纳斯达","5","5"
"科技股为主的纳斯达克","5","5"
"卫星顺利进入预定轨道","5","5"
"洪阿哈阿帕伊岛海底火","5","5"
"阿哈阿帕伊岛海底火山","5","5"
"土耳其国防部长阿卡尔","4","4"
"这家中国电动汽车制造","4","4"
"家中国电动汽车制造商","4","4"
"中国国家主席习近平星","4","4"
"国国家主席习近平星期","4","4"
"疫情防控工作领导小组","4","4"
"斯德哥尔摩国际和平研","4","4"
"德哥尔摩国际和平研究","4","4"
"哥尔摩国际和平研究所","4","4"
"与中国国家主席习近平","4","4"
"全球最大的芯片代工企","4","4"
"球最大的芯片代工企业","4","4"
"最大的芯片代工企业台","4","4"
"大的芯片代工企业台积","4","4"
"的芯片代工企业台积电","4","4"
"第二十次全国代表大会","4","4"
"俄罗斯天然气工业公司","4","4"
"卫星发射中心使用长征","4","4"
"星发射中心使用长征二","4","4"
"发射中心使用长征二号","4","4"
"环球银行金融电信协会","4","4"
"菲律宾总统小马可斯下","4","4"
"纳斯达克综合指数下跌","4","4"
"美国联邦储备局主席鲍","4","4"
"国联邦储备局主席鲍威","4","4"
"联邦储备局主席鲍威尔","4","4"
"卢布支付俄罗斯天然气","4","4"
"自由式滑雪女子大跳台","4","4"
"中国国家主席习近平举","3","3"
"国国家主席习近平举行","3","3"
"菲律宾总统小马可斯将","3","3"
"中国国家主席习近平与","3","3"
"美国食品和药物管理局","3","3"
"月以来的最低收盘水平","3","3"
"冠病变种病毒奥密克戎","3","3"
"俄罗斯石油设定价格上","3","3"
"罗斯石油设定价格上限","3","3"
"新竹市长当选人高虹安","3","3"
"最大的加密货币交易所","3","3"
"月亚洲发往美国的海上","3","3"
"晶片制造商长江存储科","3","3"
"片制造商长江存储科技","3","3"
"俄罗斯总统普京通电话","3","3"
"中共中央纪委国家监委","3","3"
"日本和歌山县白浜町的","3","3"
"电动汽车制造商特斯拉","3","3"
"疾病控制与预防中心星","3","3"
"病控制与预防中心星期","3","3"
"中国中央气象台星期天","3","3"
"台湾积体电路制造公司","3","3"
"亚洲发往美国集装箱运","3","3"
"洲发往美国集装箱运输","3","3"
"发往美国集装箱运输量","3","3"
"以来的最大单日百分比","3","3"
"巴菲特旗下伯克希尔哈","3","3"
"菲特旗下伯克希尔哈撒","3","3"
"特旗下伯克希尔哈撒韦","3","3"
"中共第二十次全国代表","3","3"
"共第二十次全国代表大","3","3"
"安全政策高级代表博雷","3","3"
"全政策高级代表博雷利","3","3"
"电动汽车制造商比亚迪","3","3"
"的美国化妆品公司露华","3","3"
"美国化妆品公司露华浓","3","3"
"从纽约证券交易所退市","3","3"
"东京奥组委前理事高桥","3","3"
"京奥组委前理事高桥治","3","3"
"奥组委前理事高桥治之","3","3"
"美国太空探索技术公司","3","3"
"射中心使用长征二号丙","3","3"
"中心使用长征二号丙运","3","3"
"心使用长征二号丙运载","3","3"
"使用长征二号丙运载火","3","3"
"用长征二号丙运载火箭","3","3"
"中国电动车公司蔚来汽","3","3"
"国电动车公司蔚来汽车","3","3"
"发射任务获得圆满成功","3","3"
"疫苗接种差异化安全管","3","2"
"苗接种差异化安全管理","3","2"
"接种差异化安全管理措","3","2"
"种差异化安全管理措施","3","2"
"在俄罗斯入侵乌克兰之","3","3"
"月以来最大单日百分比","3","3"
"的海上集装箱运输量同","3","3"
"海上集装箱运输量同比","3","3"
"菲律宾总统小马可斯星","3","3"
"律宾总统小马可斯星期","3","3"
"规模以上工业增加值同","3","3"
"模以上工业增加值同比","3","3"
"以日本熊本为中心画一","3","3"
"日本熊本为中心画一个","3","3"
"和硕联合科技等的工厂","3","3"
"硕联合科技等的工厂的","3","3"
"联合科技等的工厂的上","3","3"
"合科技等的工厂的上海","3","3"
"的生产基地建在日本熊","3","3"
"生产基地建在日本熊本","3","3"
"产基地建在日本熊本也","3","3"
"基地建在日本熊本也应","3","3"
"地建在日本熊本也应该","3","3"
"建在日本熊本也应该不","3","3"
"在日本熊本也应该不足","3","3"
"日本熊本也应该不足为","3","3"
"本熊本也应该不足为奇","3","3"
"俄罗斯入侵乌克兰之后","3","3"
"的伯克希尔哈撒韦公司","3","3"
"苏联最后一任领导人戈","3","3"
"联最后一任领导人戈尔","3","3"
"最后一任领导人戈尔巴","3","3"
"后一任领导人戈尔巴乔","3","3"
"一任领导人戈尔巴乔夫","3","3"
"中国国务院总理李克强","3","3"
"马来西亚国内贸易及消","3","3"
"来西亚国内贸易及消费","3","3"
"西亚国内贸易及消费人","3","3"
"亚国内贸易及消费人事","3","3"
"众议院议长佩洛西访问","3","3"
"议院议长佩洛西访问台","3","3"
"院议长佩洛西访问台湾","3","3"
"前总统特朗普位于佛罗","3","3"
"总统特朗普位于佛罗里","3","3"
"统特朗普位于佛罗里达","3","3"
"特朗普位于佛罗里达州","3","3"
"位于佛罗里达州棕榈滩","3","3"
"于佛罗里达州棕榈滩的","3","3"
"众议院议长佩洛西访台","3","3"
"再有三人因冠病并发症","3","3"
"在美国众议院议长佩洛","3","3"
"律宾总统小马可斯下令","3","3"
"南京玄奘寺供奉日本战","3","3"
"京玄奘寺供奉日本战犯","3","3"
"玄奘寺供奉日本战犯牌","3","3"
"奘寺供奉日本战犯牌位","3","3"
"马来西亚卫生部长凯利","3","3"
"乌克兰黑海港口敖德萨","3","3"
"广州长隆野生动物世界","3","3"
"东京电力公司福岛第一","3","3"
"京电力公司福岛第一核","3","3"
"电力公司福岛第一核电","3","3"
"力公司福岛第一核电站","3","3"
"斯里兰卡总统拉贾帕克","3","3"
"里兰卡总统拉贾帕克萨","3","3"
"中国电动汽车制造商的","3","3"
"中国国务委员兼外交部","3","3"
"国国务委员兼外交部长","3","3"
"国务委员兼外交部长王","3","3"
"务委员兼外交部长王毅","3","3"
"签署了一项自由贸易协","3","3"
"中国国家主席习近平昨","3","3"
"国国家主席习近平昨天","3","3"
"一家联邦通信监管机构","3","3"
"家联邦通信监管机构要","3","3"
"联邦通信监管机构要求","3","3"
"邦通信监管机构要求苹","3","3"
"通信监管机构要求苹果","3","3"
"信监管机构要求苹果公","3","3"
"监管机构要求苹果公司","3","3"
"管机构要求苹果公司和","3","3"
"机构要求苹果公司和谷","3","3"
"构要求苹果公司和谷歌","3","3"
"要求苹果公司和谷歌从","3","3"
"求苹果公司和谷歌从其","3","3"
"苹果公司和谷歌从其应","3","3"
"果公司和谷歌从其应用","3","3"
"公司和谷歌从其应用商","3","3"
"司和谷歌从其应用商店","3","3"
"和谷歌从其应用商店下","3","3"
"谷歌从其应用商店下架","3","3"
"收集的美国用户数据带","3","3"
"集的美国用户数据带来","3","3"
"年前在中国开设的第一","3","3"
"前在中国开设的第一家","3","3"
"在中国开设的第一家门","3","3"
"中国开设的第一家门店","3","3"
"土耳其总统埃尔多安周","3","3"
"美国卫生监管机构批准","3","3"
"圣路易斯联邦储备银行","3","3"
"斯外交部长拉夫罗夫说","3","3"
"美国汽车安全监管机构","3","3"
"俄罗斯进攻乌克兰导致","3","3"
"俄罗斯外长拉夫罗夫周","3","3"
"应对俄罗斯入侵乌克兰","3","3"
"中国发往美国的集装箱","3","3"
"国海上集装箱运输量增","3","3"
"海上集装箱运输量增长","3","3"
"美国首席传染病专家福","3","3"
"国首席传染病专家福奇","3","3"
"独裁者马可斯的儿子小","3","3"
"裁者马可斯的儿子小马","3","3"
"者马可斯的儿子小马可","3","3"
"马可斯的儿子小马可斯","3","3"
"阅读更多预算案热点新","3","3"
"读更多预算案热点新闻","3","3"
"北京冬奥会自由式滑雪","3","3"
"京冬奥会自由式滑雪女","3","3"
"冬奥会自由式滑雪女子","3","3"
"奥会自由式滑雪女子大","3","3"
"会自由式滑雪女子大跳","3","3"
"由式滑雪女子大跳台决","3","3"
"式滑雪女子大跳台决赛","3","3"
"滑雪女子大跳台决赛中","3","3"
"网站的发布的美国证券","3","3"
"站的发布的美国证券交","3","3"
"的发布的美国证券交易","3","3"
"发布的美国证券交易委","3","3"
"布的美国证券交易委员","3","3"
"的美国证券交易委员会","3","3"
"区域全面经济伙伴关系","3","3"
"域全面经济伙伴关系协","3","3"
"全面经济伙伴关系协定","3","3"
"奥密克戎新冠变异病毒","3","3"
"因时因势优化调整防控","2","2"
"时因势优化调整防控措","2","2"
"因势优化调整防控措施","2","2"
"最大限度保护了人民生","2","2"
"大限度保护了人民生命","2","2"
"限度保护了人民生命安","2","2"
"度保护了人民生命安全","2","2"
"保护了人民生命安全和","2","2"
"护了人民生命安全和身","2","2"
"了人民生命安全和身体","2","2"
"人民生命安全和身体健","2","2"
"民生命安全和身体健康","2","2"
"俄罗斯总统普京和中国","2","2"
"罗斯总统普京和中国国","2","2"
"斯总统普京和中国国家","2","2"
"俄罗斯总统普京星期五","2","2"
"律宾总统小马可斯将在","2","2"
"国国家主席习近平与俄","2","2"
"国家主席习近平与俄罗","2","2"
"家主席习近平与俄罗斯","2","2"
"中国外交部发言人华春","2","2"
"国外交部发言人华春莹","2","2"
"在美国亚利桑那州建设","2","2"
"因俄罗斯入侵乌克兰而","2","2"
"增加由香港前往日本机","2","2"
"加由香港前往日本机场","2","2"
"由香港前往日本机场的","2","2"
"香港前往日本机场的航","2","2"
"港前往日本机场的航班","2","2"
"菲律宾在圣诞周末期间","2","2"
"律宾在圣诞周末期间遭","2","2"
"宾在圣诞周末期间遭受","2","2"
"在圣诞周末期间遭受暴","2","2"
"圣诞周末期间遭受暴雨","2","2"
"诞周末期间遭受暴雨和","2","2"
"周末期间遭受暴雨和洪","2","2"
"末期间遭受暴雨和洪灾","2","2"
"在紧俏的劳动力市场上","2","2"
"国际客运航班数量管控","2","2"
"国际金融服务公司摩根","2","2"
"际金融服务公司摩根士","2","2"
"金融服务公司摩根士丹","2","2"
"融服务公司摩根士丹利","2","2"
"中国国家卫生健康委员","2","2"
"国国家卫生健康委员会","2","2"
"上野动物园的熊猫香香","2","2"
"耳其国防部长阿卡尔星","2","2"
"其国防部长阿卡尔星期","2","2"
"病变种病毒奥密克戎亚","2","2"
"自第二次世界大战以来","2","2"
"对俄罗斯石油设定价格","2","2"
"斯石油设定价格上限的","2","2"
"中国国务院联防联控机","2","2"
"国国务院联防联控机制","2","2"
"美国早前要求香港产品","2","2"
"国早前要求香港产品贴","2","2"
"早前要求香港产品贴上","2","2"
"标签的做法违反了国际","2","2"
"签的做法违反了国际贸","2","2"
"的做法违反了国际贸易","2","2"
"做法违反了国际贸易规","2","2"
"法违反了国际贸易规定","2","2"
"母公司字节跳动的一份","2","2"
"中国芯片公司正处于一","2","2"
"国芯片公司正处于一波","2","2"
"芯片公司正处于一波首","2","2"
"片公司正处于一波首次","2","2"
"公司正处于一波首次公","2","2"
"司正处于一波首次公开","2","2"
