"1gram","Frequency","Total Tweets"
"的","22924","8740"
"国","11466","5677"
"在","8242","5437"
"中","7230","4239"
"日","6913","3877"
"一","6114","4343"
"年","5384","3402"
"美","4851","2911"
"人","4758","3037"
"大","4684","3404"
"和","4154","3224"
"本","4089","2453"
"为","4030","3180"
"上","3907","2929"
"月","3889","2925"
"新","3817","2778"
"出","3751","2876"
"是","3657","2867"
"了","3657","2885"
"有","3571","2814"
"将","3511","2692"
"对","3300","2589"
"来","3194","2690"
"不","3192","2478"
"发","3120","2420"
"业","3033","1952"
"以","2936","2508"
"能","2883","2238"
"公","2876","2082"
"这","2835","2396"
"加","2833","2121"
"家","2695","2156"
"行","2681","2053"
"下","2587","2051"
"高","2524","1982"
"成","2516","2036"
"会","2466","1862"
"到","2413","2054"
"产","2395","1592"
"全","2353","1916"
"个","2350","1949"
"经","2345","1742"
"元","2331","1357"
"市","2304","1661"
"期","2282","1922"
"动","2272","1729"
"最","2261","1931"
"电","2259","1212"
"生","2229","1707"
"斯","2224","1392"
"于","2191","1927"
"前","2162","1886"
"地","2141","1644"
"可","2111","1768"
"时","2107","1749"
"增","2101","1437"
"长","2080","1618"
"司","2017","1488"
"多","1946","1670"
"现","1946","1652"
"机","1923","1356"
"开","1914","1596"
"资","1872","1249"
"进","1855","1569"
"政","1840","1392"
"部","1839","1514"
"制","1808","1451"
"用","1794","1369"
"工","1784","1166"
"要","1771","1494"
"数","1758","1366"
"价","1756","1163"
"情","1745","1446"
"后","1744","1570"
"过","1742","1527"
"场","1698","1393"
"度","1694","1334"
"球","1674","1248"
"疫","1650","1185"
"与","1648","1447"
"车","1647","841"
"示","1614","1443"
"也","1612","1458"
"表","1612","1404"
"通","1598","1320"
"天","1590","1237"
"周","1589","1383"
"方","1581","1320"
"体","1576","1155"
"等","1550","1337"
"面","1537","1299"
"计","1520","1256"
"但","1495","1409"
"企","1493","972"
"外","1492","1213"
"力","1480","1259"
"者","1479","1220"
"入","1466","1237"
"台","1464","842"
"济","1445","1027"
"已","1433","1296"
"导","1431","1055"
"至","1430","1233"
"比","1414","1136"
"万","1410","1022"
"分","1408","1202"
"利","1401","1119"
"重","1395","1208"
"关","1392","1170"
"海","1391","936"
"其","1375","1206"
"俄","1360","774"
"之","1341","1242"
"股","1337","793"
"正","1333","1187"
"应","1330","1127"
"口","1328","889"
"员","1327","1036"
"克","1318","993"
"罗","1283","847"
"量","1283","936"
"说","1281","1151"
"商","1274","1022"
"他","1259","990"
"品","1258","900"
"亚","1254","968"
"法","1239","932"
"次","1231","1078"
"首","1229","1082"
"作","1220","1018"
"提","1217","1059"
"病","1214","735"
"合","1208","1001"
"化","1206","936"
"自","1200","1038"
"民","1194","949"
"亿","1188","844"
"受","1184","1079"
"约","1176","971"
"内","1172","1044"
"持","1160","1022"
"金","1151","821"
"该","1145","990"
"布","1144","1027"
"投","1139","854"
"同","1138","988"
"达","1134","989"
"平","1121","961"
"三","1118","978"
"而","1115","1053"
"预","1114","894"
"近","1113","1001"
"星","1105","955"
"定","1104","983"
"实","1102","960"
"从","1098","1001"
"马","1093","801"
"续","1090","994"
"起","1086","945"
"特","1085","792"
"供","1082","894"
"主","1080","949"
"向","1069","947"
"因","1065","986"
"格","1063","837"
"世","1062","831"
"名","1052","853"
"冠","1043","886"
"被","1039","915"
"并","1039","982"
"交","1037","840"
"第","1014","836"
"务","1013","803"
"总","1013","849"
"界","1009","822"
"西","1005","815"
"半","1003","680"
"今","991","920"
"据","990","856"
"府","975","841"
"相","973","880"
"间","972","877"
"造","962","831"
"更","957","838"
"联","955","780"
"两","944","840"
"求","941","816"
"指","939","751"
"果","934","756"
"们","927","767"
"及","926","860"
"涨","924","590"
"得","923","848"
"调","922","781"
"当","916","832"
"性","913","773"
"收","910","728"
"称","909","843"
"小","907","712"
"此","895","844"
"影","888","779"
"学","883","601"
"尔","883","695"
"强","883","782"
"少","882","731"
"消","874","750"
"议","873","674"
"欧","871","581"
"减","870","651"
"报","869","760"
"事","865","733"
"明","862","775"
"使","861","771"
"战","858","694"
"货","858","635"
"些","851","733"
"率","850","631"
"施","847","734"
"设","846","654"
"点","844","701"
"所","843","748"
"种","842","682"
"汽","841","523"
"接","838","737"
"如","836","772"
"洲","832","587"
"技","831","631"
"统","828","685"
"放","827","710"
"区","827","687"
"还","824","771"
"兰","822","614"
"需","821","717"
"东","818","628"
"售","813","633"
"物","811","621"
"目","808","728"
"低","803","696"
"管","802","686"
"创","800","686"
"推","799","708"
"由","794","756"
"安","793","639"
"超","791","689"
"位","788","668"
"理","781","680"
"易","779","606"
"升","778","684"
"道","776","693"
"心","770","689"
"水","762","598"
"基","757","599"
"手","756","607"
"显","753","702"
"降","753","593"
"然","752","631"
"士","747","595"
"币","744","483"
"着","733","681"
"原","733","619"
"都","725","667"
"运","724","548"
"就","723","661"
"代","719","596"
"里","719","587"
"气","718","503"
"费","714","576"
"响","712","663"
"建","707","557"
"际","706","639"
"变","705","598"
"保","701","601"
"局","701","618"
"湾","701","417"
"备","695","577"
"防","691","586"
"二","690","623"
"子","686","540"
"科","683","563"
"去","681","631"
"拉","680","522"
"销","679","488"
"跌","675","423"
"未","674","631"
"乌","672","482"
"厂","669","470"
"控","667","572"
"意","663","598"
"划","663","579"
"油","660","361"
"认","653","601"
"展","650","567"
"华","648","505"
"空","647","447"
"系","640","541"
"无","638","561"
"京","635","479"
"信","635","513"
"值","634","492"
"支","626","536"
"取","625","580"
"四","624","580"
"源","618","479"
"回","618","547"
"解","617","552"
"势","613","555"
"感","612","474"
"领","612","534"
"问","608","544"
"再","607","559"
"北","606","479"
"风","606","500"
"德","603","452"
"复","602","518"
"或","601","551"
"游","600","345"
"争","599","526"
"购","599","499"
"反","597","536"
"额","596","471"
"引","594","561"
"立","591","508"
"境","589","473"
"息","589","479"
"举","579","499"
"决","578","512"
"视","578","464"
"官","577","516"
"始","573","545"
"田","571","344"
"南","570","465"
"流","570","478"
"巴","568","363"
"网","568","452"
"件","568","473"
"告","567","499"
"社","564","482"
"集","563","472"
"策","559","475"
"坡","559","429"
"料","558","408"
"看","557","491"
"客","557","434"
"速","555","482"
"军","554","384"
"幅","553","467"
"型","553","450"
"越","551","323"
"印","550","350"
"项","549","465"
"结","547","496"
"击","542","499"
"航","538","309"
"例","537","396"
"文","537","431"
"宣","531","509"
"标","531","470"
"选","529","366"
"尼","528","370"
"胀","528","418"
"份","528","451"
"致","527","506"
"查","527","428"
"团","527","423"
"各","526","487"
"组","526","415"
"措","524","472"
"季","524","419"
"港","523","303"
"头","522","476"
"题","521","467"
"没","518","478"
"测","517","409"
"让","510","477"
"连","509","477"
"停","508","414"
"式","508","449"
"准","506","454"
"研","503","405"
"限","502","444"
"任","501","415"
"转","499","442"
"步","497","461"
"采","496","456"
"术","494","384"
"储","493","334"
"五","489","460"
"食","488","364"
"活","486","428"
"普","480","419"
"我","479","353"
"规","479","435"
"确","477","433"
"众","477","434"
"好","476","434"
"只","475","428"
"密","471","365"
"州","469","368"
"零","468","392"
"英","467","337"
"包","464","426"
"门","462","398"
"财","461","368"
"传","460","400"
"专","459","421"
"共","450","395"
"存","448","374"
"打","447","416"
"常","443","396"
"单","443","358"
"离","442","377"
"带","439","419"
"险","439","381"
"很","435","407"
"处","435","396"
"许","435","407"
"赛","433","272"
"片","431","301"
"历","430","398"
"令","430","391"
"仍","429","410"
"警","428","370"
"每","427","379"
"助","427","375"
"知","425","386"
"院","425","340"
"止","425","374"
"营","425","357"
"严","424","398"
"究","424","365"
"临","424","394"
"担","421","393"
"户","420","353"
"获","419","389"
"阿","419","302"
"香","416","251"
"款","416","325"
"继","414","403"
"韩","412","260"
"级","412","357"
"程","410","373"
"非","410","373"
"裁","410","327"
"几","409","386"
"权","409","345"
"况","408","391"
"票","408","321"
"直","408","385"
"何","403","368"
"根","403","365"
"难","401","365"
"案","401","314"
"房","401","252"
"核","401","272"
"席","400","354"
"律","400","298"
"快","398","355"
"卡","395","312"
"改","394","359"
"证","392","341"
"望","390","367"
"器","388","272"
"米","387","265"
"随","386","381"
"积","386","304"
"路","385","319"
"构","384","343"
"域","384","346"
"短","382","340"
"紧","380","358"
"服","379","313"
"失","378","340"
"池","378","197"
"走","376","348"
"线","376","315"
"象","375","347"
"模","371","346"
"观","371","318"
"队","370","284"
"论","369","322"
"治","369","313"
"银","366","264"
"给","365","344"
"陆","365","292"
"排","365","285"
"山","360","261"
"店","359","236"
"除","359","349"
"买","357","303"
"压","354","332"
"退","354","304"
"断","354","329"
"史","353","329"
"巨","352","338"
"整","351","333"
"石","350","247"
"态","348","314"
"即","347","340"
"装","346","259"
"均","345","304"
"样","345","319"
"热","345","302"
"倍","345","288"
"做","343","309"
"算","343","267"
"菲","342","233"
"十","340","313"
"波","340","287"
"苹","339","234"
"城","338","279"
"缓","335","308"
"协","335","279"
"染","334","244"
"么","334","282"
"扩","331","320"
"奥","331","241"
"火","331","232"
"纳","329","275"
"把","328","312"
"破","327","297"
"危","326","288"
"参","326","296"
"检","322","246"
"试","322","274"
"融","322","258"
